showId,category,title,tags,age_rating,rating_description,description,representation,duration_txt,duration_sec,first_broadcast,synopsis_small,synopsis_medium,synopsis_large,image
211,Signed,Topsy and Tim - Series 1: 23. Wrapping Paper - Signed,"BBC, iPlayer, TV, Topsy and Tim, Series 1: 23. Wrapping Paper",U,clean,The supermarket delivery brings Vindas birthday card and present but no wrapping paper.,1.0,11 mins,664,5:30pm 5 Mar 2014,The supermarket delivery brings Vinda's birthday card and present but no wrapping paper.,Live-action children's show. The supermarket delivery brings Vinda's birthday card and present but no wrapping paper.,"When the supermarket delivery brings Vinda's birthday card and present but no wrapping paper, Topsy and Tim decide to make their own paper for wrapping Vinda's gift.",https://ichef.bbci.co.uk/images/ic/1200x675/p01szwkw.jpg
215,Signed,Nova Jones - Series 1: 4. Green-Eyed Nova - Signed,"BBC, iPlayer, TV, Nova Jones, Series 1: 4. Green-Eyed Nova",12,,Nova resorts to desperate measures when she struggles to hide her green-eyed monster.,3.0,24 mins,1445,22 Sep 2021,Nova resorts to desperate measures when she struggles to hide her green-eyed monster.,"Nova is top of the charts until Johnarchy and the Monarchy release their awesome single, leading her to resort to desperate measures to hide her green-eyed monster.",No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p09zhhsw.jpg
217,Science & Nature,Click - Short Edition - 04/12/2021,"BBC, iPlayer, TV, Click - Short Edition, 04/12/2021",U,clean,"A guide to all the latest gadgets, websites, games and computer industry news.",1.0,12 mins,715,3:30am 4 Dec 2021,"A guide to all the latest gadgets, websites, games and computer industry news.","A comprehensive guide to all the latest gadgets, websites, games and computer industry news.","A comprehensive guide to all the latest gadgets, websites, games and computer industry news.",https://ichef.bbci.co.uk/images/ic/1200x675/p0b7zc00.jpg
218,Science & Nature,Serengeti II - Series 1: 5. Power,"BBC, iPlayer, TV, Serengeti II, Series 1: 5. Power",U,animal hunting,Power is shifting among the families as their young are growing and new threats emerge.,,58 mins,3480,22 Aug 2021,Power is shifting among the families as their young are growing and new threats emerge.,"Power is shifting among the animal families as new threats emerge. As their young grow and everyone fights to survive, who will be the winners and losers?","For Kali, the threat from Sefu has been replaced with a far bigger threat from the black-maned males. Will she never stop living in fear? Duma is growing up fast, but when he tries to take on the vultures, he ends up alone and lost. With Kali roaming nearby, it’s a dangerous time to be without his mother. Bakari struggles to exert his power over the intruder males. He tries to calm things down by taking his troop on a gazelle hunt, but when he fails to catch Tamu, his position in the troop starts to look precarious. He comes up with a plan to steal from Aiysha and her cubs, but will it be enough to win back his throne?Duma is still searching for his family, but instead is found by a group of male cheetahs. He tries to join their gang but is too young to be accepted. Once again, he is lost and alone, facing many dangers. Unable to catch food by himself, his only hope is to find his family.When Zalika finally finds a way to reunite her clan, she has the power to take revenge on Kali. But Askari, the black-maned male, is more powerful than ever and comes to Kali’s rescue. Why has he suddenly become her ally? Tamu and his mother are in constant danger, not least from the black-maned lions. But when the unthinkable happens, is Tamu brave enough to defend himself against so many predators?The great herds are gathering, and Shani’s foal and Gnu are growing up. It’s time to visit the huge river for the first time. Excitement aside, there are dangers lurking beneath the surface, just when everyone is desperate to quench their thirst.Storyteller Lupita Nyong'oCreated & Produced by Simon FullerDirected & Produced by John Downer",https://ichef.bbci.co.uk/images/ic/1200x675/p09sjs44.jpg
219,Science & Nature,Planet Earth II - 4. Deserts,"BBC, iPlayer, TV, Planet Earth II, 4. Deserts",U,animal hunting,The incredible ways in which animals cope with living in the planets deserts.,,58 mins,3485,27 Nov 2016,The incredible ways in which animals cope with living in the planet's deserts.,"The world's deserts force animals to come up with ingenious ways of coping with hostile conditions, giving rise to the most incredible survival stories on earth.","The world's deserts are lands of extremes that force animals to come up with ingenious ways of coping with hostile conditions, giving rise to the most incredible survival stories on earth. A pride of desert lions are so hungry they risk hunting a giraffe several times their size, while male sandgrouse fly 120 miles each day to the nearest waterhole and dice with death to collect water for their chicks. Filmed for the first time, a tiny bat does battle with one of the world's deadliest scorpions, and in Madagascar, a locust swarm of biblical proportions is seen as never before.",https://ichef.bbci.co.uk/images/ic/1200x675/p04hbfgn.jpg
220,Science & Nature,Planet Earth - 2. Mountains,"BBC, iPlayer, TV, Planet Earth, 2. Mountains",U,animal hunting,"A look at mountains, from their origins at earths lowest places to the summit of Everest.",,58 mins,3452,12 Mar 2006,"A look at mountains, from their origins at earth's lowest places to the summit of Everest.","Documentary series which celebrates earth in all its glory. This edition looks at mountains, beginning with the birth of a mountain and ending at the summit of Everest.","Humans like to think that once they have climbed a mountain, they have somehow conquered it. But they can only ever be visitors to this alien, frozen world. Planet Earth takes you on a tour of its mightiest ranges, beginning with the birth of a mountain at one of the lowest places on earth, and ending at the summit of Everest. Unprecedented access brings you closer than ever before to the most awe-inspiring mountain landscapes on our planet and the secretive, almost mythical creatures that inhabit them - the 'real' mountaineers. In Ethiopia, Planet Earth ventures into the heart of a volcano to discover one of earth's rarest phenomena - a lava lake that has been erupting for over 100 years. The same forces created Ethiopia's Simien Mountains, home to troops of gelada baboons nearly a thousand strong. In the Andes, a family of five puma struggle to survive the most unstable mountain weather on the planet. Experience the full force of an avalanche in the Rockies, where grizzlies survive the harsh winters deep inside the dangerous slopes. In summer, the bears climb the peaks in search of moths, which they devour by the thousand.Descend into the icy core of a glacier in the Alps and emerge in Pakistan, at the snout of the largest glacier on earth. This realm of giant peaks is home to the highest land predator on the planet - the snow leopard. Astounding images of a female snow leopard hunting to feed her cub are a world first.Enter a mountain cave in China for the first ever glimpse of a wild giant panda mother nursing her week-old baby and fly alongside demoiselle cranes as they attempt to cross the largest range on our planet, the Himalayas. The cranes, like all visitors to the hostile world of the high mountains, dare not linger.",https://ichef.bbci.co.uk/images/ic/1200x675/p05ccrb2.jpg
222,Science & Nature,A Perfect Planet - Series 1: 5. Humans,"BBC, iPlayer, TV, A Perfect Planet, Series 1: 5. Humans",,clean,"Humans are changing our planet so rapidly, it’s affecting earth’s life support systems.",3.0,58 mins,3484,3 Jan 2021,"Humans are changing our planet so rapidly, it’s affecting earth’s life support systems.","Humans are changing our planet so rapidly, it’s affecting earth’s life support systems: our weather, our oceans and the living world.","Earth is the only living world we know of, but a new force threatens our perfect planet. That force is us. Humans are changing our planet so rapidly, it’s affecting earth’s life support systems: our weather, our oceans and the living world. To understand what is going wrong, we must look to the past. Earth has been through at least five mass extinction events, most of which have been caused by cataclysmic volcanic eruptions. It’s not the lava or ash that wiped out life, but an invisible gas released by volcanoes: carbon dioxide. Through compelling animal-led stories and expert interviews, we discover how CO2 is destabilising our planet. We meet rescued orphaned elephants in Kenya, victims of ever worsening droughts, and join ocean patrols off the coast of Gabon fighting to save endangered sharks. In the Amazon, we witness wildlife teams saving animals in the shrinking forests, and in San Diego we enter a cryogenic zoo preserving the DNA of endangered species before they become extinct. Almost every part of modern life depends on energy created by burning fossil fuels, and this produces CO2 in huge amounts. Humans are now acting like a super-volcano, releasing carbon dioxide at an even greater rate than the prehistoric mega-eruptions that extinguished life in the past. Globally, we now release 100 times more carbon dioxide into the atmosphere than all of Earth's volcanoes combined.The greatest change to be made is in how we create energy, and the planet is brimming with natural power that can help us do just that. It’s these forces of nature - the wind, the sun, waves and geothermal energy - that hold the key to our future.",https://ichef.bbci.co.uk/images/ic/1200x675/p092423y.jpg
226,Science & Nature,Frozen Planet - 2. Spring,"BBC, iPlayer, TV, Frozen Planet, 2. Spring",PG,animal hunting,"Spring arrives in the polar regions, and the sun appears after an absence of five months.",,58 mins,3463,2 Nov 2011,"Spring arrives in the polar regions, and the sun appears after an absence of five months.","Documentary series. It's spring in the polar regions and, after a five-month absence, the sun reappears. The greatest seasonal transformation on our planet is under way.","Spring arrives in the polar regions, and the sun appears after an absence of five months warmth and life return to these magical ice worlds - the greatest seasonal transformation on our planet is under way.Male adelie penguins arrive in Antarctica to build their nests - it takes a good property to attract the best mates and the males will stop at nothing to better their rivals. But these early birds face the fiercest storms on the planet.In the Arctic, a polar bear mother is hunting with her cubs. Inland, the frozen rivers start to break up and billions of tons of ice are swept downstream in the greatest of polar spectacles. This meltwater fertilizes the Arctic Ocean, feeding vast shoals of Arctic cod and narwhal. The influx of freshwater accelerates the breakup of the sea ice - an area of ice the size of Australia will soon vanish from the Arctic.On land, a woolly bear caterpillar emerges from the snow having spent the winter frozen solid. Caterpillars normally become moths within months of hatching, but life is so harsh here that the woolly bear takes 14 years to reach adulthood. Once mature, it has only days to find a mate before it dies. Alongside the caterpillars, white arctic wolves race to raise their adorable cubs before the cold returns.In Antarctica, vast numbers of seabirds arrive on South Georgia joining the giant albatross and king penguins that have been there all winter. Elephant seals fight furious battles over females on a beach that contains the greatest mass of animals on the planet.Finally, the female adelie penguins arrive, chased from the water by killer whales. Mating and chick rearing lie ahead of them.",https://ichef.bbci.co.uk/images/ic/1200x675/p01h6jw0.jpg
228,Science & Nature,The Green Planet - Series 1: 1. Tropical Worlds,"BBC, iPlayer, TV, The Green Planet, Series 1: 1. Tropical Worlds",U,clean,"The world of tropical forests, from fast-growing trees to flowers that mimic dead animals.",,59 mins,3525,9 Jan 2022,"The world of tropical forests, from fast-growing trees to flowers that mimic dead animals.",Tropical rainforests are plant battlegrounds. New filming techniques allow us to enter the world of plants to see it from their perspective and on their timescale.,"More kinds of plants are crammed together in the tropical rainforests than anywhere else on Earth. The result is astonishing beauty and intense competition - a plant battleground. New filming techniques allow us to enter the plants’ world and see it from their perspective and on their timescale. From fast-growing trees to flowers that mimic dead animals, this is a journey into a magical world that operates on a different timescale to our own.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bd8hrz.jpg
229,Science & Nature,Great Barrier Reef - 3. Reef and Beyond,"BBC, iPlayer, TV, Great Barrier Reef, 3. Reef and Beyond",U,clean,A look at the creatures who travel for thousands of miles to visit the reefs warm waters.,,59 mins,3546,8:10pm 15 Jan 2012,A look at the creatures who travel for thousands of miles to visit the reef's warm waters.,Monty Halls explores Australia's natural wonder. The Great Barrier Reef is vitally linked to the rest of the planet and creatures travel thousands of miles to visit.,"The Great Barrier Reef is vitally linked to the rest of the planet in many ways. Creatures travel for thousands of miles to visit in spectacular numbers, including tiger sharks, great whales, sea birds and the largest green turtle gathering on earth. Alien creatures that are rarely seen, like nautilus, also rise out of the deep to visit the reef's warm waters. Weather systems travelling from across the Pacific also affect the whole reef, including mighty cyclones that bring destruction and chaos to the coral and the creatures that live on it. And it is weather patterns and climate change on a global scale that are likely to shape the future of the Great Barrier Reef and all its wildlife.",https://ichef.bbci.co.uk/images/ic/1200x675/p08zg4th.jpg
230,Science & Nature,The Green Planet - Series 1: 5. Human Worlds,"BBC, iPlayer, TV, The Green Planet, Series 1: 5. Human Worlds",U,clean,"Two out of five plants are threatened, but people are finding many new ways to help them.",3.0,58 mins,3450,6 Feb 2022,"Two out of five plants are threatened, but people are finding many new ways to help them.","Two out of five wild plants are threatened with extinction. Today people are finding remarkable ways to help them, and so make our world a little greener and a little wilder.","We rely on plants for almost everything, including the air we breathe and the food we eat. Two in five wild plants are threatened with extinction, but people are finding new ways to help them, from projects in Africa to reseed the landscape to the rebuilding of a tropical forest in Brazil, tree by tree.",https://ichef.bbci.co.uk/images/ic/1200x675/p0blrlcb.jpg
233,Science & Nature,Planet Earth II - 3. Jungles,"BBC, iPlayer, TV, Planet Earth II, 3. Jungles",U,animal hunting,A look at the animals competing to survive in the rich habitats of the planets jungles.,,58 mins,3479,20 Nov 2016,A look at the animals competing to survive in the rich habitats of the planet's jungles.,Jungles provide the richest habitats on the planet - mysterious worlds of high drama where extraordinary animals attempt to survive in the most competitive place on earth.,"Jungles provide the richest habitats on the planet - mysterious worlds of high drama where extraordinary animals attempt to survive in the most competitive place on earth. Flooded forests are home to caiman-hunting jaguars and strange dolphins that swim amongst the tree tops, while in the dense underworld, ninja frogs fight off wasps and flying dragons soar between trees. Acrobatic indri leap through the forests of Madagascar, while the jungle night conceals strange fungi and glow-in-the-dark creatures never filmed before.",https://ichef.bbci.co.uk/images/ic/1200x675/p04gblmy.jpg
237,Science & Nature,Shark - Episode 3,"BBC, iPlayer, TV, Shark, Episode 3",15,scenes of animal threat,An international team of scientists is trying to change perceptions of sharks.,,58 mins,3480,9pm 21 May 2015,An international team of scientists is trying to change perceptions of sharks.,"Wildlife series on the sharks of the world. Sharks are among the most misunderstood predators on the planet, but a team of scientists is trying to change that.","Sharks are among the most misunderstood predators on the planet, but an international team of scientists is trying to change that. Their research is revealing that sharks can be sociable and intelligent, and they could even help solve some of the toughest medical challenges of the 21st century. However, their breakthroughs come just as many sharks face extinction. Science may now be the only way to save them.",https://ichef.bbci.co.uk/images/ic/1200x675/p02r49lt.jpg
239,Science & Nature,Forces of Nature with Brian Cox - 3. The Moth and the Flame,"BBC, iPlayer, TV, Forces of Nature with Brian Cox, 3. The Moth and the Flame",U,clean,Professor Brian Cox investigates the ingredients which are the building blocks of life.,1.0,58 mins,3501,18 Jul 2016,Professor Brian Cox investigates the ingredients which are the building blocks of life.,"Professor Brian Cox reveals how Earth's beauty is created by just a handful of forces. In this episode, he investigates the building blocks of life.","Professor Brian Cox shows how Earth's basic ingredients, like the pure sulphur mined in the heart of a deadly volcano in Indonesia, have become the building blocks of life. Hidden deep in a cave in the Dominican Republic lies a magical world created by the same property of water that makes it essential to life. Clinging to a precipitous dam wall in Italy, baby mountain goats seek out Earth's chemical elements essential to their survival. In the middle of the night in a bay off Japan, Brian explains how the dazzling display of thousands of glowing squid shows how life has taken Earth's chemistry and turned it into the chemistry of life.",https://ichef.bbci.co.uk/images/ic/1200x675/p041fmxw.jpg
